img_id,cls_id,fold
00467.jpg,14,3
00468.jpg,111,2
00469.jpg,93,0
00470.jpg,92,1
00471.jpg,18,4
00472.jpg,140,1
00473.jpg,65,1
00474.jpg,129,0
00475.jpg,183,4
00476.jpg,141,1
00477.jpg,124,3
00478.jpg,174,0
00479.jpg,120,2
00480.jpg,109,3
00481.jpg,15,1
00482.jpg,184,0
00483.jpg,90,3
00484.jpg,126,3
00485.jpg,77,2
00486.jpg,58,2
00487.jpg,48,1
00488.jpg,56,2
00489.jpg,105,2
00490.jpg,29,2
00491.jpg,121,1
00492.jpg,61,4
00493.jpg,114,0
00494.jpg,173,0
00495.jpg,86,3
00496.jpg,81,4
00497.jpg,185,1
00498.jpg,119,2
00499.jpg,159,3
00500.jpg,84,1
00501.jpg,161,4
00502.jpg,88,2
00503.jpg,9,0
00504.jpg,129,3
00505.jpg,129,1
00506.jpg,167,4
00507.jpg,130,0
00508.jpg,167,4
00509.jpg,21,0
00510.jpg,114,3
00511.jpg,99,4
00512.jpg,104,4
00513.jpg,40,1
00514.jpg,109,0
00515.jpg,162,3
00516.jpg,53,0
00517.jpg,43,2
00518.jpg,109,3
00519.jpg,162,1
00520.jpg,67,1
00521.jpg,153,4
00522.jpg,1,1
00523.jpg,115,3
00524.jpg,126,0
00525.jpg,76,2
00526.jpg,108,1
00527.jpg,191,4
00528.jpg,121,1
00529.jpg,61,3
00530.jpg,161,2
00531.jpg,141,1
00532.jpg,80,0
00533.jpg,135,2
00534.jpg,139,4
00535.jpg,154,2
00536.jpg,54,1
00537.jpg,172,1
00538.jpg,107,2
00539.jpg,139,1
00540.jpg,72,0
00541.jpg,122,2
00542.jpg,86,2
00543.jpg,186,4
00544.jpg,179,2
00545.jpg,147,0
00546.jpg,34,3
00547.jpg,47,2
00548.jpg,13,0
00549.jpg,13,2
00550.jpg,98,1
00551.jpg,42,0
00552.jpg,46,1
00553.jpg,187,1
00554.jpg,138,0
00555.jpg,144,2
00556.jpg,163,1
00557.jpg,184,1
00558.jpg,82,2
00559.jpg,162,4
00560.jpg,107,3
00561.jpg,21,0
00562.jpg,59,4
00563.jpg,130,2
00564.jpg,72,2
00565.jpg,183,0
00566.jpg,29,1
00567.jpg,92,2
00568.jpg,138,3
00569.jpg,58,0
00570.jpg,125,0
00571.jpg,131,0
00572.jpg,183,2
00573.jpg,170,4
00574.jpg,82,3
00575.jpg,121,0
00576.jpg,119,4
00577.jpg,71,4
00578.jpg,12,2
00579.jpg,33,1
00580.jpg,191,1
00581.jpg,49,0
00582.jpg,138,0
00583.jpg,193,3
00584.jpg,185,2
00585.jpg,89,3
00586.jpg,190,3
00587.jpg,152,2
00588.jpg,76,1
00589.jpg,41,0
00590.jpg,181,0
00591.jpg,50,0
00592.jpg,34,4
00593.jpg,80,3
00594.jpg,174,1
00595.jpg,69,4
00596.jpg,123,3
00597.jpg,75,0
00598.jpg,28,2
00599.jpg,186,4
00600.jpg,20,1
00601.jpg,63,3
00602.jpg,20,3
00603.jpg,16,0
00604.jpg,77,1
00605.jpg,160,3
00606.jpg,98,0
00607.jpg,59,3
00608.jpg,150,4
00609.jpg,123,1
00610.jpg,145,3
00611.jpg,80,1
00612.jpg,79,4
00613.jpg,169,4
00614.jpg,115,4
00615.jpg,75,2
00616.jpg,98,1
00617.jpg,124,0
00618.jpg,89,0
00619.jpg,123,0
00620.jpg,58,4
00621.jpg,145,4
00622.jpg,52,3
00623.jpg,36,0
00624.jpg,84,2
00625.jpg,133,2
00626.jpg,54,1
00627.jpg,137,3
00628.jpg,91,1
00629.jpg,131,1
00630.jpg,76,1
00631.jpg,5,3
00632.jpg,24,2
00633.jpg,157,0
00634.jpg,9,0
00635.jpg,9,1
00636.jpg,153,4
00637.jpg,101,2
00638.jpg,13,3
00639.jpg,37,2
00640.jpg,150,3
00641.jpg,182,0
00642.jpg,23,3
00643.jpg,194,4
00644.jpg,109,3
00645.jpg,69,3
00646.jpg,83,3
00647.jpg,51,3
00648.jpg,136,4
00649.jpg,140,4
00650.jpg,32,4
00651.jpg,182,1
00652.jpg,142,3
00653.jpg,16,2
00654.jpg,61,3
00655.jpg,175,0
00656.jpg,185,0
00657.jpg,38,2
00658.jpg,164,3
00659.jpg,127,4
00660.jpg,11,0
00661.jpg,61,3
00662.jpg,125,4
00663.jpg,84,1
00664.jpg,29,2
00665.jpg,156,1
00666.jpg,184,3
00667.jpg,135,3
00668.jpg,80,4
00669.jpg,70,3
00670.jpg,2,1
00671.jpg,137,0
00672.jpg,119,1
00673.jpg,86,0
00674.jpg,119,3
00675.jpg,38,1
00676.jpg,61,2
00677.jpg,100,2
00678.jpg,27,2
00679.jpg,101,4
00680.jpg,136,0
00681.jpg,20,3
00682.jpg,90,4
00683.jpg,185,1
00684.jpg,25,4
00685.jpg,137,1
00686.jpg,15,4
00687.jpg,140,3
00688.jpg,140,2
00689.jpg,24,4
00690.jpg,12,2
00691.jpg,2,1
00692.jpg,58,3
00693.jpg,86,2
00694.jpg,62,3
00695.jpg,111,4
00696.jpg,122,3
00697.jpg,4,2
00698.jpg,51,0
00699.jpg,129,1
00700.jpg,5,3
00701.jpg,31,2
00702.jpg,138,0
00703.jpg,115,1
00704.jpg,137,2
00705.jpg,95,1
00706.jpg,145,0
00707.jpg,1,3
00708.jpg,164,3
00709.jpg,36,4
00710.jpg,46,4
00711.jpg,169,2
00712.jpg,149,2
00713.jpg,86,4
00714.jpg,60,3
00715.jpg,114,4
00716.jpg,38,0
00717.jpg,106,2
00718.jpg,145,1
00719.jpg,184,1
00720.jpg,80,1
00721.jpg,117,0
00722.jpg,74,4
00723.jpg,19,2
00724.jpg,51,2
00725.jpg,63,2
00726.jpg,165,1
00727.jpg,151,0
00728.jpg,73,3
00729.jpg,129,3
00730.jpg,159,2
00731.jpg,103,2
00732.jpg,41,4
00733.jpg,24,1
00734.jpg,165,1
00735.jpg,130,2
00736.jpg,179,4
00737.jpg,88,2
00738.jpg,55,1
00739.jpg,58,1
00740.jpg,3,1
00741.jpg,111,2
00742.jpg,5,3
00743.jpg,87,0
00744.jpg,137,1
00745.jpg,61,4
00746.jpg,41,2
00747.jpg,167,4
00748.jpg,69,3
00749.jpg,44,1
00750.jpg,24,2
00751.jpg,55,1
00752.jpg,168,0
00753.jpg,106,0
00754.jpg,95,2
00755.jpg,12,2
00756.jpg,153,0
00757.jpg,124,1
00758.jpg,49,2
00759.jpg,47,0
00760.jpg,170,1
00761.jpg,87,1
00762.jpg,172,4
00763.jpg,174,1
00764.jpg,165,0
00765.jpg,21,0
00766.jpg,174,2
00767.jpg,22,0
00768.jpg,82,4
00769.jpg,61,4
00770.jpg,24,1
00771.jpg,168,0
00772.jpg,20,4
00773.jpg,1,2
00774.jpg,91,1
00775.jpg,138,0
00776.jpg,119,4
00777.jpg,120,1
00778.jpg,180,4
00779.jpg,68,2
00780.jpg,18,2
00781.jpg,88,2
00782.jpg,101,0
00783.jpg,79,0
00784.jpg,103,0
00785.jpg,22,3
00786.jpg,191,0
00787.jpg,141,0
00788.jpg,115,2
00789.jpg,162,4
00790.jpg,131,1
00791.jpg,135,2
00792.jpg,35,4
00793.jpg,24,4
00794.jpg,139,2
00795.jpg,51,3
00796.jpg,184,1
00797.jpg,191,2
00798.jpg,27,4
00799.jpg,172,2
00800.jpg,107,2
00801.jpg,103,0
00802.jpg,163,0
00803.jpg,24,3
00804.jpg,166,0
00805.jpg,190,2
00806.jpg,92,1
00807.jpg,121,3
00808.jpg,119,0
00809.jpg,160,3
00810.jpg,111,3
00811.jpg,117,2
00812.jpg,68,2
00813.jpg,139,1
00814.jpg,82,1
00815.jpg,137,4
00816.jpg,57,2
00817.jpg,143,2
00818.jpg,160,0
00819.jpg,135,2
00820.jpg,63,2
00821.jpg,78,0
00822.jpg,152,2
00823.jpg,62,1
00824.jpg,114,4
00825.jpg,23,2
00826.jpg,110,4
00827.jpg,132,1
00828.jpg,163,0
00829.jpg,63,4
00830.jpg,52,4
00831.jpg,61,2
00832.jpg,113,1
00833.jpg,135,2
00834.jpg,120,0
00835.jpg,24,0
00836.jpg,177,4
00837.jpg,78,0
00838.jpg,193,0
00839.jpg,146,1
00840.jpg,58,0
00841.jpg,151,1
00842.jpg,114,2
00843.jpg,159,1
00844.jpg,171,4
00845.jpg,188,2
00846.jpg,86,3
00847.jpg,159,2
00848.jpg,160,0
00849.jpg,60,2
00850.jpg,134,0
00851.jpg,195,2
00852.jpg,195,4
00853.jpg,153,0
00854.jpg,71,0
00855.jpg,137,0
00856.jpg,41,3
00857.jpg,118,1
00858.jpg,2,1
00859.jpg,30,1
00860.jpg,104,0
00861.jpg,102,1
00862.jpg,119,3
00863.jpg,77,3
00864.jpg,103,4
00865.jpg,17,4
00866.jpg,52,3
00867.jpg,87,4
00868.jpg,88,0
00869.jpg,187,0
00870.jpg,28,0
00871.jpg,45,1
00872.jpg,55,4
00873.jpg,163,3
00874.jpg,70,4
00875.jpg,96,2
00876.jpg,75,0
00877.jpg,78,1
00878.jpg,6,1
00879.jpg,91,0
00880.jpg,8,3
00881.jpg,191,3
00882.jpg,182,0
00883.jpg,131,0
00884.jpg,91,3
00885.jpg,193,2
00886.jpg,47,0
00887.jpg,1,0
00888.jpg,14,1
00889.jpg,163,1
00890.jpg,169,3
00891.jpg,185,0
00892.jpg,189,4
00893.jpg,107,4
00894.jpg,126,1
00895.jpg,133,3
00896.jpg,44,0
00897.jpg,44,4
00898.jpg,6,4
00899.jpg,20,0
00900.jpg,175,3
00901.jpg,144,2
00902.jpg,189,2
00903.jpg,99,4
00904.jpg,171,1
00905.jpg,73,2
00906.jpg,188,1
00907.jpg,122,4
00908.jpg,53,0
00909.jpg,62,2
00910.jpg,40,0
00911.jpg,138,1
00912.jpg,7,4
00913.jpg,152,0
00914.jpg,149,4
00915.jpg,95,2
00916.jpg,148,4
00917.jpg,92,3
00918.jpg,20,3
00919.jpg,132,0
00920.jpg,4,4
00921.jpg,185,2
00922.jpg,55,1
00923.jpg,51,4
00924.jpg,67,2
00925.jpg,73,2
00926.jpg,42,0
00927.jpg,174,0
00928.jpg,57,3
00929.jpg,66,1
00930.jpg,33,0
00931.jpg,191,4
00932.jpg,59,4
00933.jpg,181,2
00934.jpg,23,0
00935.jpg,146,3
00936.jpg,15,3
00937.jpg,141,4
00938.jpg,43,1
00939.jpg,171,1
00940.jpg,21,3
00941.jpg,126,1
00942.jpg,62,4
00943.jpg,50,0
00944.jpg,46,1
00945.jpg,108,4
00946.jpg,1,0
00947.jpg,107,1
00948.jpg,80,3
00949.jpg,116,4
00950.jpg,191,1
00951.jpg,95,2
00952.jpg,195,4
00953.jpg,172,1
00954.jpg,195,3
00955.jpg,81,4
00956.jpg,20,3
00957.jpg,75,0
00958.jpg,192,3
00959.jpg,151,0
00960.jpg,108,1
00961.jpg,161,4
00962.jpg,189,3
00963.jpg,55,2
00964.jpg,116,3
00965.jpg,61,4
00966.jpg,27,1
00967.jpg,68,2
00968.jpg,61,2
00969.jpg,96,0
00970.jpg,52,0
00971.jpg,34,1
00972.jpg,169,4
00973.jpg,92,0
00974.jpg,115,1
00975.jpg,16,4
00976.jpg,190,0
00977.jpg,33,1
00978.jpg,62,4
00979.jpg,87,3
00980.jpg,101,1
00981.jpg,50,3
00982.jpg,156,2
00983.jpg,128,3
00984.jpg,181,2
00985.jpg,37,4
00986.jpg,133,3
00987.jpg,40,0
00988.jpg,23,0
00989.jpg,53,4
00990.jpg,161,0
00991.jpg,31,0
00992.jpg,168,1
00993.jpg,115,2
00994.jpg,112,1
00995.jpg,63,4
00996.jpg,104,0
00997.jpg,60,4
00998.jpg,58,0
00999.jpg,58,4
01000.jpg,119,2
01001.jpg,43,1
01002.jpg,43,2
01003.jpg,192,0
01004.jpg,56,2
01005.jpg,65,4
01006.jpg,170,2
01007.jpg,137,1
01008.jpg,43,2
01009.jpg,70,4
01010.jpg,6,0
01011.jpg,101,2
01012.jpg,6,2
01013.jpg,152,1
01014.jpg,100,1
01015.jpg,194,1
01016.jpg,170,0
01017.jpg,127,1
01018.jpg,162,1
01019.jpg,168,0
01020.jpg,83,3
01021.jpg,162,3
01022.jpg,23,3
01023.jpg,26,4
01024.jpg,155,3
01025.jpg,129,4
01026.jpg,53,2
01027.jpg,50,0
01028.jpg,180,1
01029.jpg,70,3
01030.jpg,143,1
01031.jpg,2,1
01032.jpg,54,4
01033.jpg,61,1
01034.jpg,2,1
01035.jpg,135,2
01036.jpg,27,1
01037.jpg,127,2
01038.jpg,182,1
01039.jpg,41,4
01040.jpg,88,2
01041.jpg,119,0
01042.jpg,73,3
01043.jpg,124,2
01044.jpg,91,3
01045.jpg,149,4
01046.jpg,193,4
01047.jpg,82,3
01048.jpg,20,3
01049.jpg,167,0
01050.jpg,132,4
01051.jpg,42,2
01052.jpg,152,0
01053.jpg,171,0
01054.jpg,43,4
01055.jpg,111,2
01056.jpg,135,3
01057.jpg,79,2
01058.jpg,93,1
01059.jpg,26,1
01060.jpg,69,1
01061.jpg,32,0
01062.jpg,61,3
01063.jpg,78,4
01064.jpg,37,1
01065.jpg,34,0
01066.jpg,150,4
01067.jpg,114,4
01068.jpg,191,3
01069.jpg,81,2
01070.jpg,86,1
01071.jpg,60,1
01072.jpg,17,4
01073.jpg,24,0
01074.jpg,69,0
01075.jpg,111,2
01076.jpg,39,3
01077.jpg,45,4
01078.jpg,167,3
01079.jpg,37,2
01080.jpg,192,3
01081.jpg,196,3
01082.jpg,92,4
01083.jpg,113,0
01084.jpg,49,3
01085.jpg,14,1
01086.jpg,55,4
01087.jpg,73,3
01088.jpg,159,4
01089.jpg,30,3
01090.jpg,153,3
01091.jpg,22,1
01092.jpg,25,3
01093.jpg,93,3
01094.jpg,22,3
01095.jpg,56,1
01096.jpg,159,2
01097.jpg,18,1
01098.jpg,112,4
01099.jpg,45,3
01100.jpg,131,3
01101.jpg,104,0
01102.jpg,86,4
01103.jpg,48,2
01104.jpg,185,0
01105.jpg,7,3
01106.jpg,167,3
01107.jpg,66,3
01108.jpg,55,4
01109.jpg,167,0
01110.jpg,184,3
01111.jpg,189,1
01112.jpg,193,0
01113.jpg,88,4
01114.jpg,71,4
01115.jpg,29,3
01116.jpg,55,0
01117.jpg,109,1
01118.jpg,118,3
01119.jpg,144,4
01120.jpg,187,2
01121.jpg,191,1
01122.jpg,34,2
01123.jpg,20,2
01124.jpg,11,1
01125.jpg,54,1
01126.jpg,45,3
01127.jpg,29,0
01128.jpg,30,3
01129.jpg,31,2
01130.jpg,43,3
01131.jpg,113,3
01132.jpg,143,1
01133.jpg,56,2
01134.jpg,5,1
01135.jpg,123,3
01136.jpg,52,0
01137.jpg,90,1
01138.jpg,39,4
01139.jpg,187,4
01140.jpg,191,2
01141.jpg,170,3
01142.jpg,31,0
01143.jpg,121,2
01144.jpg,190,0
01145.jpg,121,3
01146.jpg,56,4
01147.jpg,64,0
01148.jpg,10,4
01149.jpg,165,1
01150.jpg,101,0
01151.jpg,22,2
01152.jpg,78,1
01153.jpg,97,0
01154.jpg,146,1
01155.jpg,96,1
01156.jpg,110,1
01157.jpg,15,0
01158.jpg,187,4
01159.jpg,195,3
01160.jpg,23,0
01161.jpg,82,3
01162.jpg,174,3
01163.jpg,87,4
01164.jpg,31,4
01165.jpg,36,0
01166.jpg,123,3
01167.jpg,21,1
01168.jpg,46,4
01169.jpg,73,0
01170.jpg,141,0
01171.jpg,88,4
01172.jpg,122,4
01173.jpg,145,0
01174.jpg,122,0
01175.jpg,113,0
01176.jpg,65,3
01177.jpg,165,3
01178.jpg,43,2
01179.jpg,11,2
01180.jpg,16,2
01181.jpg,126,3
01182.jpg,161,3
01183.jpg,153,3
01184.jpg,46,1
01185.jpg,52,4
01186.jpg,8,4
01187.jpg,157,2
01188.jpg,94,3
01189.jpg,153,0
01190.jpg,63,3
01191.jpg,116,0
01192.jpg,30,2
01193.jpg,48,1
01194.jpg,123,0
01195.jpg,24,4
01196.jpg,151,1
01197.jpg,36,1
01198.jpg,53,1
01199.jpg,62,4
01200.jpg,142,0
01201.jpg,50,3
01202.jpg,21,0
01203.jpg,171,4
01204.jpg,140,4
01205.jpg,41,3
01206.jpg,28,2
01207.jpg,48,3
01208.jpg,30,3
01209.jpg,174,2
01210.jpg,14,2
01211.jpg,108,2
01212.jpg,90,1
01213.jpg,134,4
01214.jpg,3,2
01215.jpg,114,3
01216.jpg,185,3
01217.jpg,159,3
01218.jpg,161,3
01219.jpg,81,3
01220.jpg,121,3
01221.jpg,142,4
01222.jpg,64,4
01223.jpg,147,4
01224.jpg,39,4
01225.jpg,187,3
01226.jpg,189,2
01227.jpg,37,1
01228.jpg,45,0
01229.jpg,84,4
01230.jpg,74,3
01231.jpg,159,4
01232.jpg,14,0
01233.jpg,138,3
01234.jpg,49,4
01235.jpg,156,1
01236.jpg,180,1
01237.jpg,173,2
01238.jpg,111,1
01239.jpg,28,4
01240.jpg,188,4
01241.jpg,77,2
01242.jpg,94,4
01243.jpg,154,3
01244.jpg,155,2
01245.jpg,19,2
01246.jpg,118,4
01247.jpg,162,4
01248.jpg,160,2
01249.jpg,46,1
01250.jpg,182,4
01251.jpg,16,4
01252.jpg,196,4
01253.jpg,37,0
01254.jpg,155,4
01255.jpg,6,0
01256.jpg,71,4
01257.jpg,133,4
01258.jpg,95,3
01259.jpg,89,3
01260.jpg,95,0
01261.jpg,85,1
01262.jpg,84,4
01263.jpg,143,2
01264.jpg,4,4
01265.jpg,185,1
01266.jpg,122,2
01267.jpg,127,1
01268.jpg,54,0
01269.jpg,180,2
01270.jpg,44,0
